,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
611,male,group D,,free/reduced,completed,widowed,regularly,yes,3,private,> 10,49,50,59
612,female,group C,bachelor's degree,standard,completed,,sometimes,yes,2,private,5 - 10,81,83,83
613,female,group C,associate's degree,free/reduced,none,married,sometimes,no,,school_bus,> 10,55,70,64
614,male,group A,associate's degree,standard,none,single,sometimes,yes,0,private,5 - 10,69,61,62
615,female,group D,high school,standard,none,single,sometimes,no,1,private,5 - 10,67,74,67
616,female,group E,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,97,96,96
617,male,group D,some college,standard,completed,divorced,regularly,yes,1,school_bus,> 10,100,90,97
619,female,group C,high school,free/reduced,none,,sometimes,yes,1,school_bus,< 5,38,56,49
621,female,group C,some high school,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,35,37,42
622,male,group B,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,51,45,43
623,female,group D,high school,standard,completed,married,regularly,yes,1,school_bus,5 - 10,79,77,83
624,female,group D,some high school,standard,none,divorced,sometimes,no,2,school_bus,< 5,52,66,61
625,female,group B,high school,standard,none,married,regularly,yes,0,school_bus,> 10,61,67,63
626,female,group A,associate's degree,standard,completed,married,never,yes,3,school_bus,5 - 10,64,64,71
627,female,group B,associate's degree,standard,none,single,never,no,3,school_bus,< 5,49,61,59
629,female,group E,bachelor's degree,standard,none,married,regularly,yes,,school_bus,5 - 10,91,82,90
630,female,,high school,standard,none,divorced,never,yes,,school_bus,< 5,62,72,67
631,male,group D,some high school,standard,completed,,sometimes,yes,3,school_bus,5 - 10,75,75,75
632,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,no,1,school_bus,< 5,59,63,65
633,male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,5 - 10,57,55,49
634,male,group C,some high school,standard,none,married,sometimes,no,2,private,> 10,78,77,71
635,female,group B,some college,standard,completed,married,,yes,3,,5 - 10,55,68,67
636,male,group C,associate's degree,standard,completed,married,regularly,yes,3,private,> 10,85,74,74
637,male,group C,,free/reduced,none,married,sometimes,no,4,school_bus,< 5,37,35,35
638,female,group C,some college,standard,none,single,sometimes,no,1,school_bus,5 - 10,66,69,65
639,male,group C,high school,standard,completed,widowed,sometimes,no,5,school_bus,5 - 10,78,73,70
640,male,,associate's degree,standard,none,,regularly,no,1,private,5 - 10,91,77,74
641,male,group D,bachelor's degree,standard,none,divorced,regularly,no,3,school_bus,5 - 10,85,69,77
643,female,group B,some high school,standard,none,single,regularly,yes,0,private,< 5,56,63,59
644,male,group D,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,51,56,54
645,male,group D,some high school,free/reduced,none,married,never,yes,2,school_bus,5 - 10,59,69,64
646,male,group A,associate's degree,standard,completed,widowed,regularly,yes,1,,5 - 10,67,57,60
647,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,46,54,60
648,female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,2,private,< 5,36,43,47
649,female,group D,master's degree,standard,none,single,sometimes,no,1,private,5 - 10,88,89,92
651,female,group A,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,> 10,51,60,59
652,female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,2,school_bus,> 10,47,65,64
653,female,group D,some high school,standard,none,married,regularly,yes,4,private,< 5,63,70,70
654,male,group E,some high school,standard,none,married,regularly,yes,2,private,5 - 10,96,87,88
655,male,,associate's degree,standard,none,single,sometimes,yes,0,private,< 5,91,81,79
656,male,group D,some high school,standard,none,married,sometimes,no,4,,< 5,81,67,72
657,male,group D,high school,standard,none,married,sometimes,no,5,school_bus,5 - 10,60,57,54
658,male,group D,high school,standard,none,married,regularly,yes,1,school_bus,< 5,78,76,73
659,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,4,private,< 5,32,44,43
660,female,group C,some high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,< 5,34,57,55
661,female,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,76,83,74
663,female,group B,associate's degree,free/reduced,none,married,never,yes,,school_bus,< 5,55,64,61
664,male,group B,master's degree,free/reduced,completed,married,never,yes,1,private,5 - 10,75,72,72
665,male,group D,some high school,standard,completed,divorced,regularly,yes,1,school_bus,5 - 10,88,88,91
666,female,group E,some college,free/reduced,completed,divorced,never,yes,4,school_bus,5 - 10,68,78,80
667,female,group D,some college,standard,,married,regularly,yes,5,school_bus,5 - 10,77,86,87
668,female,group A,,free/reduced,completed,married,sometimes,yes,2,private,< 5,50,69,65
669,female,group E,some high school,standard,none,married,sometimes,yes,3,school_bus,> 10,63,71,65
670,male,group B,master's degree,standard,none,single,sometimes,no,3,school_bus,5 - 10,88,83,80
671,female,group C,high school,free/reduced,,married,sometimes,no,1,,> 10,66,75,70
672,female,group B,some high school,free/reduced,completed,married,sometimes,yes,1,private,> 10,42,61,61
673,male,group C,some high school,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,47,41,41
674,male,group C,associate's degree,standard,completed,widowed,never,yes,3,private,5 - 10,92,93,89
675,male,group E,some high school,free/reduced,none,divorced,sometimes,no,2,private,5 - 10,60,50,49
676,male,group E,some high school,standard,none,married,regularly,yes,,private,5 - 10,96,91,88
677,female,group B,high school,standard,none,divorced,sometimes,no,2,school_bus,> 10,58,72,71
678,male,group C,bachelor's degree,standard,none,married,never,yes,1,private,> 10,93,88,86
679,female,group C,high school,free/reduced,none,single,sometimes,yes,4,private,5 - 10,60,68,67
681,male,group B,some high school,standard,completed,single,never,,3,private,< 5,75,71,67
683,female,group D,associate's degree,standard,none,divorced,regularly,no,2,private,5 - 10,49,62,64
684,female,group C,high school,free/reduced,none,divorced,sometimes,no,2,school_bus,5 - 10,73,80,78
685,female,,some college,standard,none,married,sometimes,yes,,school_bus,5 - 10,30,50,43
686,female,group E,master's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,93,96,90
687,male,group C,some college,standard,none,married,,,0,school_bus,5 - 10,94,89,88
688,male,group D,some college,standard,completed,married,sometimes,yes,4,school_bus,5 - 10,75,75,75
689,male,group C,,standard,none,divorced,sometimes,no,1,school_bus,< 5,74,65,63
690,female,group B,associate's degree,standard,,divorced,,yes,0,school_bus,< 5,68,86,78
691,male,,associate's degree,standard,completed,married,sometimes,yes,2,private,< 5,60,64,58
693,male,group C,some college,standard,completed,married,regularly,yes,3,school_bus,,70,54,56
694,female,group E,bachelor's degree,standard,completed,married,never,yes,2,school_bus,< 5,79,86,81
695,male,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,< 5,69,52,62
696,female,group B,some college,standard,completed,married,sometimes,no,2,private,< 5,72,82,86
698,male,group B,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,72,71,71
699,female,group A,some college,standard,none,married,sometimes,no,1,school_bus,> 10,60,61,64
700,male,group D,some college,free/reduced,none,married,never,yes,3,school_bus,5 - 10,60,54,54
701,male,group D,some college,standard,,single,regularly,yes,3,school_bus,5 - 10,92,91,94
702,male,group C,high school,standard,completed,widowed,regularly,no,1,,5 - 10,93,85,91
703,female,group C,bachelor's degree,standard,none,married,sometimes,yes,2,private,5 - 10,50,65,57
704,female,group D,some high school,standard,,divorced,sometimes,yes,1,school_bus,5 - 10,69,80,80
705,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,private,< 5,49,67,63
706,male,group C,bachelor's degree,standard,none,married,regularly,,2,school_bus,> 10,100,91,93
707,male,group D,some high school,standard,none,married,sometimes,,0,,5 - 10,72,59,54
708,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,private,< 5,89,84,82
709,male,group A,some high school,free/reduced,completed,married,regularly,yes,1,private,5 - 10,53,56,49
710,female,group E,high school,standard,none,single,sometimes,,3,school_bus,5 - 10,78,86,81
711,male,group D,some college,free/reduced,none,married,never,yes,1,private,< 5,39,36,32
712,female,group C,high school,standard,none,married,regularly,yes,7,school_bus,< 5,44,54,52
713,male,group D,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,5 - 10,91,81,80
714,male,group E,bachelor's degree,standard,none,,regularly,yes,0,private,,92,81,78
715,male,group D,some high school,free/reduced,none,divorced,regularly,yes,4,school_bus,5 - 10,43,41,35
716,male,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,5 - 10,78,79,72
717,male,,some high school,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,61,56,58
718,female,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,60,70,71
719,male,group E,some college,free/reduced,completed,divorced,sometimes,,0,school_bus,5 - 10,49,54,49
720,female,group C,some high school,standard,completed,divorced,never,no,,school_bus,< 5,52,65,65
721,male,group A,some college,standard,none,,never,no,1,private,5 - 10,63,57,57
722,female,group C,some high school,standard,none,married,regularly,yes,3,school_bus,5 - 10,74,74,74
723,female,group D,some college,standard,completed,married,sometimes,no,1,school_bus,5 - 10,95,100,100
724,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,51,57,57
725,male,group C,some high school,standard,none,widowed,never,yes,0,private,5 - 10,60,60,55
726,male,group A,high school,standard,none,married,never,yes,2,school_bus,< 5,80,81,71
727,female,group B,high school,free/reduced,none,divorced,sometimes,yes,5,private,< 5,42,50,51
728,male,group D,some college,standard,,married,sometimes,no,4,private,< 5,71,67,73
729,female,group C,some high school,standard,completed,married,sometimes,no,4,private,5 - 10,76,84,95
730,male,group C,some high school,standard,none,married,regularly,yes,1,private,> 10,67,69,60
731,male,group D,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,,67,68,65
732,male,group B,master's degree,standard,none,divorced,regularly,yes,3,private,< 5,53,53,53
734,male,group D,some college,standard,completed,single,regularly,yes,0,school_bus,> 10,97,87,95
735,male,group D,bachelor's degree,free/reduced,none,married,never,yes,2,private,> 10,70,60,60
736,male,group D,master's degree,standard,none,,never,yes,1,school_bus,< 5,72,71,74
737,female,group A,high school,standard,completed,married,never,no,3,private,> 10,81,78,81
738,female,group C,high school,standard,none,married,sometimes,yes,0,private,5 - 10,70,84,76
739,female,group D,some college,standard,none,divorced,never,yes,2,private,,69,70,76
740,female,group B,,standard,completed,single,sometimes,no,3,school_bus,5 - 10,42,58,64
741,female,group B,,standard,none,single,sometimes,yes,,school_bus,5 - 10,43,53,54
742,male,group C,,free/reduced,none,single,sometimes,no,1,school_bus,5 - 10,51,48,48
743,female,,some college,free/reduced,none,married,sometimes,no,2,school_bus,< 5,56,66,64
744,female,group E,associate's degree,standard,none,married,,no,1,school_bus,5 - 10,93,100,95
745,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,70,60,56
746,female,group C,master's degree,standard,completed,divorced,sometimes,no,1,school_bus,< 5,77,86,91
747,female,group B,some college,free/reduced,completed,married,sometimes,yes,4,private,5 - 10,44,67,62
748,female,group D,master's degree,free/reduced,completed,single,regularly,yes,4,private,5 - 10,73,82,85
749,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,85,79,81
750,male,group B,some high school,standard,,single,regularly,no,1,school_bus,< 5,82,80,77
751,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,75,95,95
752,male,group C,some college,free/reduced,completed,married,regularly,yes,0,school_bus,< 5,53,45,59
753,female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,< 5,84,84,84
754,female,group B,associate's degree,standard,completed,single,never,yes,1,school_bus,5 - 10,53,73,69
756,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1,private,> 10,62,77,79
757,male,group B,bachelor's degree,standard,none,divorced,never,no,3,school_bus,< 5,63,62,58
758,female,group C,high school,standard,none,married,sometimes,yes,3,school_bus,> 10,65,66,68
759,female,group C,high school,free/reduced,completed,divorced,regularly,yes,2,school_bus,,71,85,86
760,female,group B,some college,free/reduced,completed,single,sometimes,yes,0,private,5 - 10,44,55,59
761,female,group D,high school,standard,none,married,regularly,no,1,private,5 - 10,65,69,70
762,female,group B,some high school,free/reduced,,,regularly,no,4,school_bus,> 10,66,72,69
763,male,group B,some college,standard,none,married,sometimes,yes,1,private,< 5,56,51,49
764,female,group B,high school,standard,completed,divorced,sometimes,no,4,private,> 10,62,57,67
765,male,,high school,free/reduced,none,divorced,sometimes,yes,,school_bus,5 - 10,58,59,61
766,female,group E,some college,free/reduced,none,single,sometimes,,2,private,5 - 10,51,57,55
768,female,group B,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,69,74,71
769,female,group C,high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,35,33,36
771,male,group C,,standard,none,divorced,regularly,yes,0,school_bus,5 - 10,71,65,64
772,female,group B,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,5 - 10,83,91,91
773,female,group C,,free/reduced,none,single,sometimes,no,3,private,5 - 10,71,83,77
774,female,group D,some college,standard,none,married,sometimes,yes,0,school_bus,5 - 10,69,76,78
776,male,group C,some high school,free/reduced,none,married,regularly,no,5,private,> 10,46,46,43
